0.00000000e+00 , -2.27606511e-05 , -2.33227357e-05
6.71801003e-02 , -2.05243648e-05 , -2.10247012e-05
1.34360201e-01 , -1.83224344e-05 , -1.87620641e-05
2.01540301e-01 , -1.61546493e-05 , -1.65346072e-05
2.68720401e-01 , -1.40207990e-05 , -1.43421134e-05
3.35900502e-01 , -1.19206729e-05 , -1.21843656e-05
4.03080602e-01 , -9.85406055e-06 , -1.00611466e-05
4.70260702e-01 , -7.82075135e-06 , -7.97223932e-06
5.37440802e-01 , -5.82053477e-06 , -5.91742664e-06
6.04620903e-01 , -3.85320024e-06 , -3.89649142e-06
6.71801003e-01 , -1.91853725e-06 , -1.90921654e-06
7.38981103e-01 , -1.63352255e-08 , 4.46151236e-08
8.06161204e-01 , 1.85361636e-06 , 1.96522070e-06
8.73341304e-01 , 3.69152806e-06 , 3.85281732e-06
9.40521404e-01 , 5.49761042e-06 , 5.70762210e-06
1.00770150e+00 , 7.27207398e-06 , 7.52985217e-06
1.07488160e+00 , 9.01512928e-06 , 9.31972466e-06
1.14206171e+00 , 1.07269869e-05 , 1.10774567e-05
1.20924181e+00 , 1.24078573e-05 , 1.28032654e-05
1.27642191e+00 , 1.40579511e-05 , 1.44973679e-05
1.34360201e+00 , 1.56774789e-05 , 1.61599813e-05
1.41078211e+00 , 1.72666511e-05 , 1.77913228e-05
1.47796221e+00 , 1.88256783e-05 , 1.93916094e-05
1.54514231e+00 , 2.03547711e-05 , 2.09610584e-05
1.61232241e+00 , 2.18541400e-05 , 2.24998867e-05
1.67950251e+00 , 2.33239956e-05 , 2.40083116e-05
1.74668261e+00 , 2.47645483e-05 , 2.54865502e-05
1.81386271e+00 , 2.61760088e-05 , 2.69348196e-05
1.88104281e+00 , 2.75585876e-05 , 2.83533369e-05
1.94822291e+00 , 2.89124952e-05 , 2.97423193e-05
2.01540301e+00 , 3.02379421e-05 , 3.11019839e-05
2.08258311e+00 , 3.15351390e-05 , 3.24325478e-05
2.14976321e+00 , 3.28042964e-05 , 3.37342281e-05
2.21694331e+00 , 3.40456248e-05 , 3.50072419e-05
2.28412341e+00 , 3.52593347e-05 , 3.62518065e-05
2.35130351e+00 , 3.64456367e-05 , 3.74681388e-05
2.41848361e+00 , 3.76047414e-05 , 3.86564561e-05
2.48566371e+00 , 3.87368593e-05 , 3.98169755e-05
2.55284381e+00 , 3.98422009e-05 , 4.09499140e-05
2.62002391e+00 , 4.09209768e-05 , 4.20554889e-05
2.68720401e+00 , 4.19733975e-05 , 4.31339172e-05
2.75438411e+00 , 4.29996735e-05 , 4.41854161e-05
2.82156421e+00 , 4.40000155e-05 , 4.52102027e-05
2.88874431e+00 , 4.49746340e-05 , 4.62084941e-05
2.95592441e+00 , 4.59237394e-05 , 4.71805074e-05
3.02310451e+00 , 4.68475424e-05 , 4.81264598e-05
3.09028461e+00 , 4.77462535e-05 , 4.90465684e-05
3.15746471e+00 , 4.86200833e-05 , 4.99410504e-05
3.22464481e+00 , 4.94692422e-05 , 5.08101227e-05
3.29182492e+00 , 5.02939408e-05 , 5.16540027e-05
3.35900502e+00 , 5.10943897e-05 , 5.24729074e-05
3.42618512e+00 , 5.18707995e-05 , 5.32670539e-05
3.49336522e+00 , 5.26233806e-05 , 5.40366593e-05
3.56054532e+00 , 5.33523436e-05 , 5.47819408e-05
3.62772542e+00 , 5.40578991e-05 , 5.55031156e-05
3.69490552e+00 , 5.47402575e-05 , 5.62004006e-05
3.76208562e+00 , 5.53996295e-05 , 5.68740132e-05
3.82926572e+00 , 5.60362256e-05 , 5.75241703e-05
3.89644582e+00 , 5.66502564e-05 , 5.81510891e-05
3.96362592e+00 , 5.72419323e-05 , 5.87549867e-05
4.03080602e+00 , 5.78114639e-05 , 5.93360804e-05
4.09798612e+00 , 5.83590618e-05 , 5.98945871e-05
4.16516622e+00 , 5.88849365e-05 , 6.04307240e-05
4.23234632e+00 , 5.93892986e-05 , 6.09447083e-05
4.29952642e+00 , 5.98723585e-05 , 6.14367570e-05
4.36670652e+00 , 6.03343270e-05 , 6.19070873e-05
4.43388662e+00 , 6.07754144e-05 , 6.23559164e-05
4.50106672e+00 , 6.11958313e-05 , 6.27834612e-05
4.56824682e+00 , 6.15957883e-05 , 6.31899391e-05
4.63542692e+00 , 6.19754960e-05 , 6.35755671e-05
4.70260702e+00 , 6.23351648e-05 , 6.39405622e-05
4.76978712e+00 , 6.26750054e-05 , 6.42851418e-05
4.83696722e+00 , 6.29952282e-05 , 6.46095228e-05
4.90414732e+00 , 6.32960438e-05 , 6.49139224e-05
4.97132742e+00 , 6.35776628e-05 , 6.51985577e-05
5.03850752e+00 , 6.38402956e-05 , 6.54636459e-05
5.10568762e+00 , 6.40841529e-05 , 6.57094041e-05
5.17286772e+00 , 6.43094452e-05 , 6.59360493e-05
5.24004782e+00 , 6.45163830e-05 , 6.61437988e-05
5.30722792e+00 , 6.47051769e-05 , 6.63328697e-05
5.37440802e+00 , 6.48760374e-05 , 6.65034790e-05
5.44158813e+00 , 6.50291751e-05 , 6.66558440e-05
5.50876823e+00 , 6.51648005e-05 , 6.67901817e-05
5.57594833e+00 , 6.52831242e-05 , 6.69067092e-05
5.64312843e+00 , 6.53843566e-05 , 6.70056438e-05
5.71030853e+00 , 6.54687084e-05 , 6.70872024e-05
5.77748863e+00 , 6.55363901e-05 , 6.71516023e-05
5.84466873e+00 , 6.55876122e-05 , 6.71990606e-05
5.91184883e+00 , 6.56225853e-05 , 6.72297943e-05
5.97902893e+00 , 6.56415200e-05 , 6.72440207e-05
6.04620903e+00 , 6.56446267e-05 , 6.72419568e-05
6.11338913e+00 , 6.56321160e-05 , 6.72238198e-05
6.18056923e+00 , 6.56041985e-05 , 6.71898268e-05
6.24774933e+00 , 6.55610846e-05 , 6.71401949e-05
6.31492943e+00 , 6.55029851e-05 , 6.70751412e-05
6.38210953e+00 , 6.54301103e-05 , 6.69948830e-05
6.44928963e+00 , 6.53426708e-05 , 6.68996372e-05
6.51646973e+00 , 6.52408773e-05 , 6.67896210e-05
6.58364983e+00 , 6.51249402e-05 , 6.66650517e-05
6.65082993e+00 , 6.49950700e-05 , 6.65261461e-05
6.71801003e+00 , 6.48514774e-05 , 6.63731216e-05
6.78519013e+00 , 6.46943728e-05 , 6.62061952e-05
6.85237023e+00 , 6.45239669e-05 , 6.60255841e-05
6.91955033e+00 , 6.43404701e-05 , 6.58315054e-05
6.98673043e+00 , 6.41440930e-05 , 6.56241761e-05
7.05391053e+00 , 6.39350461e-05 , 6.54038135e-05
7.12109063e+00 , 6.37135400e-05 , 6.51706347e-05
7.18827073e+00 , 6.34797853e-05 , 6.49248567e-05
7.25545083e+00 , 6.32339924e-05 , 6.46666968e-05
7.32263093e+00 , 6.29763720e-05 , 6.43963720e-05
7.38981103e+00 , 6.27071345e-05 , 6.41140995e-05
7.45699113e+00 , 6.24264906e-05 , 6.38200963e-05
7.52417123e+00 , 6.21346507e-05 , 6.35145797e-05
7.59135134e+00 , 6.18318254e-05 , 6.31977667e-05
7.65853144e+00 , 6.15182252e-05 , 6.28698745e-05
7.72571154e+00 , 6.11940608e-05 , 6.25311202e-05
7.79289164e+00 , 6.08595426e-05 , 6.21817209e-05
7.86007174e+00 , 6.05148811e-05 , 6.18218937e-05
7.92725184e+00 , 6.01602870e-05 , 6.14518558e-05
7.99443194e+00 , 5.97959708e-05 , 6.10718244e-05
8.06161204e+00 , 5.94221430e-05 , 6.06820164e-05
8.12879214e+00 , 5.90390141e-05 , 6.02826491e-05
8.19597224e+00 , 5.86467948e-05 , 5.98739396e-05
8.26315234e+00 , 5.82456955e-05 , 5.94561050e-05
8.33033244e+00 , 5.78359268e-05 , 5.90293624e-05
8.39751254e+00 , 5.74176993e-05 , 5.85939289e-05
8.46469264e+00 , 5.69912234e-05 , 5.81500218e-05
8.53187274e+00 , 5.65567098e-05 , 5.76978580e-05
8.59905284e+00 , 5.61143689e-05 , 5.72376548e-05
8.66623294e+00 , 5.56644114e-05 , 5.67696293e-05
8.73341304e+00 , 5.52070477e-05 , 5.62939985e-05
8.80059314e+00 , 5.47424884e-05 , 5.58109796e-05
8.86777324e+00 , 5.42709441e-05 , 5.53207898e-05
8.93495334e+00 , 5.37926253e-05 , 5.48236462e-05
9.00213344e+00 , 5.33077426e-05 , 5.43197658e-05
9.06931354e+00 , 5.28165064e-05 , 5.38093659e-05
9.13649364e+00 , 5.23191274e-05 , 5.32926634e-05
9.20367374e+00 , 5.18158160e-05 , 5.27698757e-05
9.27085384e+00 , 5.13067829e-05 , 5.22412198e-05
9.33803394e+00 , 5.07922386e-05 , 5.17069127e-05
9.40521404e+00 , 5.02723935e-05 , 5.11671718e-05
9.47239414e+00 , 4.97474583e-05 , 5.06222140e-05
9.53957424e+00 , 4.92176436e-05 , 5.00722564e-05
9.60675434e+00 , 4.86831598e-05 , 4.95175164e-05
9.67393444e+00 , 4.81442174e-05 , 4.89582108e-05
9.74111455e+00 , 4.76010272e-05 , 4.83945570e-05
9.80829465e+00 , 4.70537995e-05 , 4.78267719e-05
9.87547475e+00 , 4.65027449e-05 , 4.72550728e-05
9.94265485e+00 , 4.59480740e-05 , 4.66796767e-05
1.00098349e+01 , 4.53899973e-05 , 4.61008008e-05
1.00770150e+01 , 4.48287254e-05 , 4.55186622e-05
1.01441951e+01 , 4.45004423e-05 , 4.51728495e-05
1.02113752e+01 , 4.41643770e-05 , 4.48192522e-05
1.02785553e+01 , 4.38204525e-05 , 4.44578589e-05
1.03457354e+01 , 4.34685915e-05 , 4.40886494e-05
1.04129155e+01 , 4.31087182e-05 , 4.37115961e-05
1.04800956e+01 , 4.27407583e-05 , 4.33266644e-05
1.05472757e+01 , 4.23646400e-05 , 4.29338128e-05
1.06144558e+01 , 4.19802934e-05 , 4.25329937e-05
1.06816359e+01 , 4.15876514e-05 , 4.21241556e-05
1.07488160e+01 , 4.11866499e-05 , 4.17072473e-05
1.08159962e+01 , 4.07772271e-05 , 4.12822181e-05
1.08831763e+01 , 4.03593249e-05 , 4.08490196e-05
1.09503564e+01 , 3.99328884e-05 , 4.04076056e-05
1.10175365e+01 , 3.94978690e-05 , 3.99579338e-05
