  -60.0599968402778       1.620932496359415E-016  2.219608800637513E-015
  -59.8920030625000      -2.939994514267336E-014 -4.288637021173020E-014
  -59.7240028194444      -2.293087384111449E-014  1.831846245337340E-015
  -59.5560025763889      -1.692643799049605E-014  4.003178089894659E-014
  -59.3880023263889      -9.723189387936604E-015 -6.104188425044075E-015
  -59.2200020833333      -8.922092030509789E-015 -7.725164189310205E-014
  -59.0520018402778      -1.017786251116824E-014 -7.813779052467318E-014
  -58.8840015972222      -9.450031715312288E-015 -4.585915401623029E-014
  -58.7160013541667      -4.306244937957355E-015 -1.630306271849938E-014
  -58.5480011041667       1.690100983313737E-015 -3.069352834028009E-014
  -58.3800008611111      -2.391346059412690E-015 -7.173009750558748E-014
  -58.2120006180556      -1.068054418618926E-014 -8.580215074326707E-014
  -58.0440003750000      -3.496580507211889E-015 -4.058700811144373E-014
  -57.8760001319444       4.230697983041898E-015 -1.105188999977968E-014
  -57.7079998819444       2.892786384272857E-015  1.306075250242723E-014
  -57.5399996388889       3.286754406924356E-015  4.068260580276281E-014
  -57.3719993958333       3.314112051085725E-015  3.270906670248480E-014
  -57.2039991527778      -3.894220316946863E-016 -8.041027807682135E-015
  -57.0359989097222      -5.699942871189434E-016 -1.578624389128258E-014
  -56.8679986597222       1.461536841124586E-016  4.519722320957717E-016
  -56.6999984166667      -3.246700776962452E-016  3.626380560198349E-015
  -56.5319981736111       3.685235856129745E-016  8.409829487089800E-015
  -56.3639979305556       8.123591715993633E-016  1.222540035628596E-014
  -56.1959976875000       1.934211783871778E-016  6.182385653747885E-015
  -56.0279974375000      -2.478134646176911E-016 -5.398793451440997E-016
  -55.8599971944444      -4.950898788870664E-016 -3.113733341116846E-015
  -55.6919969513889      -5.461487784743481E-016 -3.202123510459869E-015
  -55.5240031736111      -2.031544014029073E-016 -2.103929818088410E-015
  -55.3560029305556      -4.453905312599125E-016 -1.954676625812144E-015
  -55.1880026875000      -9.186864513731313E-016 -2.968522460667386E-015
  -55.0200024444444       7.274838318922084E-016  3.597017842396618E-015
  -54.8520021944444       4.259291028400050E-015  1.951113422761551E-014
  -54.6840019513889       6.499864652590038E-015  3.179430283324351E-014
  -54.5160017083333       6.514701682912452E-015  3.559332364320987E-014
  -54.3480014652778       5.753478723863939E-015  3.439651146201687E-014
  -54.1800012222222       4.663158982566884E-015  2.797671209518924E-014
  -54.0120009722222       3.122224188444413E-015  1.763622633994041E-014
  -53.8440007291667       1.634942964438881E-015  8.230221976301965E-015
  -53.6760004861111       6.642806719590206E-016  2.789877924544777E-015
  -53.5080002430556       2.037365007448463E-016  7.990581100755313E-016
  -53.3400000000000       4.270767252192234E-017  3.972856496860906E-016
  -53.1719997500000       2.601827805529252E-018  3.620674832589486E-016
  -53.0039995069444      -5.269063765024774E-018  3.167904985724699E-016
  -52.8359992638889      -7.538416606271530E-018  2.392510539282897E-016
  -52.6679990208333      -7.710447447453107E-018  1.679177409021155E-016
