0.00000000e+00 , -3.17194201e-06 , -3.37710003e-06
6.71801003e-02 , -2.91616731e-06 , -3.11181435e-06
1.34360201e-01 , -2.66383158e-06 , -2.85014182e-06
2.01540301e-01 , -2.41491296e-06 , -2.59205925e-06
2.68720401e-01 , -2.16938961e-06 , -2.33754347e-06
3.35900502e-01 , -1.92723969e-06 , -2.08657130e-06
4.03080602e-01 , -1.68844136e-06 , -1.83911957e-06
4.70260702e-01 , -1.45297276e-06 , -1.59516510e-06
5.37440802e-01 , -1.22081207e-06 , -1.35468473e-06
6.04620903e-01 , -9.91937416e-07 , -1.11765527e-06
6.71801003e-01 , -7.66326974e-07 , -8.84053549e-07
7.38981103e-01 , -5.43958893e-07 , -6.53856396e-07
8.06161204e-01 , -3.24811331e-07 , -4.27040636e-07
8.73341304e-01 , -1.08862442e-07 , -2.03583093e-07
9.40521404e-01 , 1.03909617e-07 , 1.65394071e-08
1.00770150e+00 , 3.13526691e-07 , 2.33350039e-07
1.07488160e+00 , 5.20010625e-07 , 4.46871977e-07
1.14206171e+00 , 7.23383263e-07 , 6.57128396e-07
1.20924181e+00 , 9.23666448e-07 , 8.64142470e-07
1.27642191e+00 , 1.12088203e-06 , 1.06793737e-06
1.34360201e+00 , 1.31505184e-06 , 1.26853628e-06
1.41078211e+00 , 1.50619774e-06 , 1.46596237e-06
1.47796221e+00 , 1.69434156e-06 , 1.66023881e-06
1.54514231e+00 , 1.87950515e-06 , 1.85138878e-06
1.61232241e+00 , 2.06171035e-06 , 2.03943545e-06
1.67950251e+00 , 2.24097901e-06 , 2.22440200e-06
1.74668261e+00 , 2.41733298e-06 , 2.40631160e-06
1.81386271e+00 , 2.59079409e-06 , 2.58518743e-06
1.88104281e+00 , 2.76138419e-06 , 2.76105266e-06
1.94822291e+00 , 2.92912513e-06 , 2.93393046e-06
2.01540301e+00 , 3.09403875e-06 , 3.10384401e-06
2.08258311e+00 , 3.25614689e-06 , 3.27081649e-06
2.14976321e+00 , 3.41547140e-06 , 3.43487107e-06
2.21694331e+00 , 3.57203412e-06 , 3.59603092e-06
2.28412341e+00 , 3.72585690e-06 , 3.75431922e-06
2.35130351e+00 , 3.87696158e-06 , 3.90975914e-06
2.41848361e+00 , 4.02537001e-06 , 4.06237385e-06
2.48566371e+00 , 4.17110403e-06 , 4.21218654e-06
2.55284381e+00 , 4.31418548e-06 , 4.35922038e-06
2.62002391e+00 , 4.45463621e-06 , 4.50349854e-06
2.68720401e+00 , 4.59247806e-06 , 4.64504419e-06
2.75438411e+00 , 4.72773288e-06 , 4.78388051e-06
2.82156421e+00 , 4.86042251e-06 , 4.92003068e-06
2.88874431e+00 , 4.99056880e-06 , 5.05351786e-06
2.95592441e+00 , 5.11819358e-06 , 5.18436524e-06
3.02310451e+00 , 5.24331872e-06 , 5.31259599e-06
3.09028461e+00 , 5.36596604e-06 , 5.43823328e-06
3.15746471e+00 , 5.48615739e-06 , 5.56130028e-06
3.22464481e+00 , 5.60391462e-06 , 5.68182018e-06
3.29182492e+00 , 5.71925957e-06 , 5.79981615e-06
3.35900502e+00 , 5.83221409e-06 , 5.91531135e-06
3.42618512e+00 , 5.94280002e-06 , 6.02832897e-06
3.49336522e+00 , 6.05103920e-06 , 6.13889218e-06
3.56054532e+00 , 6.15695349e-06 , 6.24702416e-06
3.62772542e+00 , 6.26056471e-06 , 6.35274807e-06
