  -60.0599968402778      -3.028883916369231E-010 -4.884117769926677E-010
  -59.8920030625000      -8.930613511087136E-011 -2.011589129547526E-010
  -59.7240028194444      -2.216699738596973E-011 -5.595318470519989E-011
  -59.5560025763889      -1.806181820493107E-011 -4.355901503696805E-011
  -59.3880023263889      -2.058602925804607E-011 -6.376228041209562E-011
  -59.2200020833333      -2.619459338947628E-011 -7.990446644092460E-011
  -59.0520018402778      -3.007446231046061E-011 -8.021838152157426E-011
  -58.8840015972222      -3.019950802834636E-011 -7.131427521056225E-011
  -58.7160013541667      -2.818874329688898E-011 -6.187156842450416E-011
  -58.5480011041667      -2.642211327817463E-011 -5.685651231386475E-011
  -58.3800008611111      -2.596458743464821E-011 -5.592987285621709E-011
  -58.2120006180556      -2.679029208328288E-011 -5.699175980294442E-011
  -58.0440003750000      -2.803870055531426E-011 -5.873824566711461E-011
  -57.8760001319444      -2.814623017579276E-011 -5.974830572250015E-011
  -57.7079998819444      -2.654813410653354E-011 -5.779461459081507E-011
  -57.5399996388889      -2.437882135877016E-011 -5.335540266977596E-011
  -57.3719993958333      -2.320902798206663E-011 -5.011919105556422E-011
  -57.2039991527778      -2.327562927917958E-011 -4.993237418181780E-011
  -57.0359989097222      -2.353461035363572E-011 -5.069522837517077E-011
  -56.8679986597222      -2.315050593702839E-011 -5.011835415887041E-011
  -56.6999984166667      -2.215875340506831E-011 -4.830479174688128E-011
  -56.5319981736111      -2.122954266782530E-011 -4.692018148231292E-011
  -56.3639979305556      -2.083948720644001E-011 -4.692777791433547E-011
  -56.1959976875000      -2.073732166144750E-011 -4.723108222099563E-011
  -56.0279974375000      -2.052615530296398E-011 -4.672381415355228E-011
  -55.8599971944444      -2.017461783198429E-011 -4.575375461823182E-011
  -55.6919969513889      -1.987764325084143E-011 -4.507814572637611E-011
  -55.5240031736111      -1.977454424911549E-011 -4.488373619783497E-011
  -55.3560029305556      -1.983699136992509E-011 -4.478303238541313E-011
  -55.1880026875000      -1.997772981162311E-011 -4.446596285792150E-011
  -55.0200024444444      -2.015882286491839E-011 -4.403223550036591E-011
  -54.8520021944444      -2.036999868880725E-011 -4.369703830207736E-011
