  -60.0599968402778       2.160366694754088E-014  2.160366694754088E-014
  -59.8920030625000       1.117402206505601E-005  3.315116174661716E-005
  -59.7240028194444       1.977711570919443E-005  5.586187889350859E-005
  -59.5560025763889       2.172437260991027E-005  5.645160787143490E-005
  -59.3880023263889       1.890551575548682E-005  4.808023457361959E-005
  -59.2200020833333       1.564785784637051E-005  4.774831346202783E-005
  -59.0520018402778       1.625084501131961E-005  5.764859408247541E-005
  -58.8840015972222       2.030138085819085E-005  6.712464888455160E-005
  -58.7160013541667       2.434252754883509E-005  7.182988852691930E-005
  -58.5480011041667       2.612904581433512E-005  7.308280956038668E-005
  -58.3800008611111       2.549054137323754E-005  7.367376288842859E-005
  -58.2120006180556       2.431183695852229E-005  7.502534660219780E-005
  -58.0440003750000       2.404224844230386E-005  7.634112654737809E-005
  -57.8760001319444       2.463796548042053E-005  7.652377064445282E-005
  -57.7079998819444       2.666535921749499E-005  7.689950305652054E-005
  -57.5399996388889       2.932012034759340E-005  7.854847398866343E-005
  -57.3719993958333       2.996972023537075E-005  7.880289233987290E-005
  -57.2039991527778       2.820887976798645E-005  7.585295752257669E-005
  -57.0359989097222       2.611574721467402E-005  7.178171826757452E-005
  -56.8679986597222       2.529667442976957E-005  6.865163208695047E-005
  -56.6999984166667       2.577265402626834E-005  6.669302033359976E-005
  -56.5319981736111       2.634005687138172E-005  6.499271118578644E-005
  -56.3639979305556       2.577992205863320E-005  6.218216274702687E-005
  -56.1959976875000       2.426782252193421E-005  5.850426905787773E-005
  -56.0279974375000       2.279402332094362E-005  5.541302197374247E-005
  -55.8599971944444       2.184100429795846E-005  5.354633106448652E-005
  -55.6919969513889       2.118125877181968E-005  5.261447979054933E-005
  -55.5240031736111       2.046753434508403E-005  5.225171431147553E-005
  -55.3560029305556       1.967305261371581E-005  5.245458340120958E-005
  -55.1880026875000       1.900538342850090E-005  5.335679010252753E-005
  -55.0200024444444       1.860908258254888E-005  5.488852798431822E-005
  -54.8520021944444       1.849527600693002E-005  5.683242298585718E-005
  -54.6840019513889       1.864481015583474E-005  5.899102995131476E-005
  -54.5160017083333       1.905443396697975E-005  6.121978463860546E-005
  -54.3480014652778       1.970562551802446E-005  6.339240626364572E-005
  -54.1800012222222       2.054614577606496E-005  6.539086344259949E-005
  -54.0120009722222       2.150730231577257E-005  6.712849934003645E-005
  -53.8440007291667       2.252355768780607E-005  6.857507592983071E-005
  -53.6760004861111       2.353945766512180E-005  6.975902933961398E-005
  -53.5080002430556       2.451062060792406E-005  7.073598548721410E-005
  -53.3400000000000       2.540345035482013E-005  7.153434635505886E-005
  -53.1719997500000       2.619353228159349E-005  7.211425253587384E-005
  -53.0039995069444       2.686350695470318E-005  7.237684645591714E-005
  -52.8359992638889       2.740189658634068E-005  7.222453270509594E-005
  -52.6679990208333       2.780311077564464E-005  7.163165098503642E-005
  -52.4999987777778       2.806785986489571E-005  7.067659553962907E-005
  -52.3319985277778       2.820328321568240E-005  6.951437605284832E-005
  -52.1640015208333       2.822256392292819E-005  6.830952595599814E-005
  -51.9960012777778       2.814392248436626E-005  6.717562878754453E-005
  -51.8280010277778       2.798879916693890E-005  6.615914678442386E-005
  -51.6600007847222       2.777925290171036E-005  6.526595084485414E-005
  -51.4920005416667       2.753492394778936E-005  6.449485940717846E-005
  -51.3240002986111       2.727049487366376E-005  6.384790415051563E-005
  -51.1560000555556       2.699470148866167E-005  6.332012441125473E-005
  -50.9879998055556       2.671158021588106E-005  6.289300346762046E-005
  -50.8199995625000       2.642353961090632E-005  6.254554286680510E-005
  -50.6519993194444       2.613489469680456E-005  6.227411515144196E-005
  -50.4839990763889       2.585413912754354E-005  6.210361351426864E-005
  -50.3159988333333       2.559388282505830E-005  6.208125594714552E-005
  -50.1479985833333       2.536869541300395E-005  6.225659148875044E-005
  -49.9800015763889       2.519222322205295E-005  6.265693565368037E-005
  -49.8120013333333       2.507535985729200E-005  6.326950170806582E-005
  -49.6440010902778       2.502653901189098E-005  6.404159041434990E-005
  -49.4760008402778       2.505367845556343E-005  6.490350534290008E-005
  -49.3080005972222       2.516598132389720E-005  6.580285058058926E-005
  -49.1400003541667       2.537357190219100E-005  6.672566921256347E-005
  -48.9720001111111       2.568422488257093E-005  6.768496438603892E-005
  -48.8039998680556       2.609840386785672E-005  6.868169844440035E-005
  -48.6359996180556       2.660528541424126E-005  6.966782971896076E-005
  -48.4679993750000       2.718206687060056E-005  7.054261585453491E-005
  -48.2999991319444       2.779717211571577E-005  7.118872342882070E-005
  -48.1319988888889       2.841594857206020E-005  7.152603883377138E-005
  -47.9639986458333       2.900658042422462E-005  7.155106985141524E-005
  -47.7959983958333       2.954435755911810E-005  7.134079111569206E-005
  -47.6280013888889       3.001360958842004E-005  7.101927603523644E-005
  -47.4600011458333       3.040760855696984E-005  7.070405756899671E-005
  -47.2920008958333       3.072726198080304E-005  7.046087598703875E-005
  -47.1240006527778       3.097932010336092E-005  7.029215312155234E-005
  -46.9560004097222       3.117444606673319E-005  7.016365238972101E-005
  -46.7880001666667       3.132516606816867E-005  7.004762878088705E-005
  -46.6199999236111       3.144376360822083E-005  6.995157646015013E-005
  -46.4519996736111       3.154048196425349E-005  6.991587852886517E-005
  -46.2839994305556       3.162258950285297E-005  6.998831132436421E-005
  -46.1159991875000       3.169473645346080E-005  7.019789608579505E-005
  -45.9479989444444       3.176053194395527E-005  7.054522165526769E-005
  -45.7799987013889       3.182471403196407E-005  7.100922112744941E-005
  -45.6119984513889       3.189489635470577E-005  7.155872482426460E-005
  -45.4440014444444       3.198185871380848E-005  7.215942517848792E-005
  -45.2760012013889       3.209783340950935E-005  7.277602209601360E-005
  -45.1080009513889       3.225315533355090E-005  7.337442823998265E-005
  -44.9400007083333       3.245268480892592E-005  7.392591308715854E-005
  -44.7720004652778       3.269376611743247E-005  7.441037426249301E-005
  -44.6040002222222       3.296695181145303E-005  7.481516802408216E-005
  -44.4359999791667       3.325943095219882E-005  7.513054068723540E-005
  -44.2679997361111       3.355995187957053E-005  7.534754667992062E-005
  -44.0999994861111       3.386345495883402E-005  7.546344764293260E-005
  -43.9319992430556       3.417372521321051E-005  7.549318328027829E-005
  -43.7639990000000       3.450309706023271E-005  7.547809696015968E-005
  -43.5959987569444       3.486921829713563E-005  7.548178875429777E-005
  -43.4279985138889       3.529002024099211E-005  7.557026753487556E-005
  -43.2600015000000       3.577842877653696E-005  7.578540101112164E-005
  -43.0920012569444       3.633826255526737E-005  7.612817070792052E-005
  -42.9240010138889       3.696241574010184E-005  7.656354886685625E-005
  -42.7560007638889       3.763421016261590E-005  7.704456437324050E-005
  -42.5880005208333       3.833171367096658E-005  7.754057612132412E-005
  -42.4200002777778       3.903324307205251E-005  7.805346274406718E-005
  -42.2520000347222       3.972253362426971E-005  7.861433528305164E-005
  -42.0839997916667       4.039481480018573E-005  7.926434204717985E-005
  -41.9159995416667       4.106550208648362E-005  8.003000063269212E-005
  -41.7479992986111       4.177587319714438E-005  8.090467549986821E-005
  -41.5799990555556       4.258134819624005E-005  8.184407864173669E-005
  -41.4119988125000       4.351579484530428E-005  8.277765081719291E-005
  -41.2439985694444       4.455346318954934E-005  8.363136077331526E-005
  -41.0760015555556       4.560757302945148E-005  8.435302109542205E-005
  -40.9080013125000       4.657860267858739E-005  8.492874614015575E-005
  -40.7400010694444       4.741681117283292E-005  8.538198157742119E-005
  -40.5720008194444       4.814775718491517E-005  8.575612056141497E-005
  -40.4040005763889       4.884298535183354E-005  8.609294857640890E-005
  -40.2360003333333       4.956469351281169E-005  8.642113322855675E-005
  -40.0680000902778       5.032963773497865E-005  8.675882092068971E-005
  -39.8999998472222       5.111283367622296E-005  8.712269989992783E-005
  -39.7319995972222       5.187608524945285E-005  8.753366481202903E-005
  -39.5639993541667       5.259438421032431E-005  8.801519510526548E-005
  -39.3959991111111       5.326621530107117E-005  8.858707278692301E-005
  -39.2279988680556       5.391007728650834E-005  8.925921906266192E-005
  -39.0599986250000       5.455550669258394E-005  9.002970684331085E-005
  -38.8920016111111       5.523460815143024E-005  9.088866462063820E-005
  -38.7240013680556       5.597641906656893E-005  9.182644171974756E-005
  -38.5560011250000       5.680451175438380E-005  9.284113327105299E-005
  -38.3880008819444       5.773771388730604E-005  9.394018115277461E-005
  -38.2200006319444       5.879349877430610E-005  9.513469069093977E-005
  -38.0520003888889       5.999276027414791E-005  9.642984705388135E-005
  -37.8840001458333       6.136385636951924E-005  9.781678624260650E-005
  -37.7159999027778       6.294367364824000E-005  9.926994125629257E-005
