  -60.0599968402778      -3.662003539274924E-046 -3.662003539274924E-046
  -59.8920030625000       1.755423936555891E-012 -1.877251291540786E-012
  -59.7240028194444       4.792446063444109E-012 -4.078307681268883E-012
  -59.5560025763889       5.613847755287009E-012  3.146442489425982E-012
  -59.3880023263889       6.875662175226586E-012  7.263388279456194E-012
  -59.2200020833333       7.827439267371601E-012  8.093794851963746E-012
  -59.0520018402778      -5.383041382175227E-014  3.001477214501511E-012
  -58.8840015972222       4.401972912386707E-012  8.159197386706949E-012
  -58.7160013541667       1.083508442447130E-011  1.473292786858006E-011
  -58.5480011041667       1.449872648942598E-011  1.837915250755287E-011
  -58.3800008611111       1.662923039274924E-011  2.083173646525680E-011
  -58.2120006180556       1.823360797583082E-011  1.766412998489426E-011
  -58.0440003750000      -1.774459599697885E-011 -2.353820932024169E-011
  -57.8760001319444      -1.868271365558913E-011 -2.281733580060423E-011
  -57.7079998819444      -1.716304977341390E-011 -2.078449262839879E-011
  -57.5399996388889      -1.529655220543807E-011 -1.808493335347432E-011
  -57.3719993958333      -1.356185388972810E-011 -1.528723438066465E-011
  -57.2039991527778      -1.202339604229607E-011 -1.290645066465257E-011
  -57.0359989097222      -1.066224919637462E-011 -1.127335619939577E-011
  -56.8679986597222      -9.445566853474320E-012 -1.016200483987915E-011
  -56.6999984166667      -8.340542087613293E-012 -8.980382734138974E-012
  -56.5319981736111      -7.289429214501512E-012 -7.492590635951661E-012
  -56.3639979305556      -6.297309099697885E-012 -6.122087731117825E-012
  -56.1959976875000      -5.432990077039275E-012 -5.338753608761330E-012
  -56.0279974375000      -4.746144397280966E-012 -4.949859589123867E-012
  -55.8599971944444      -4.173049954682779E-012 -4.287679978851963E-012
  -55.6919969513889      -3.607510060422961E-012 -3.089626909365559E-012
  -55.5240031736111      -3.036643108761329E-012 -1.888846078549849E-012
  -55.3560029305556      -2.543577131419939E-012 -1.385693674622357E-012
  -55.1880026875000      -2.169657371601209E-012 -1.609637734138973E-012
  -55.0200024444444      -1.857357672205438E-012 -1.893115909365559E-012
  -54.8520021944444      -1.540062471299094E-012 -1.598623214501511E-012
  -54.6840019513889      -1.222421710725076E-012 -7.069110318731118E-013
  -54.5160017083333      -9.460563416918428E-013  2.982846640483384E-013
  -54.3480014652778      -7.276197099697884E-013  9.681893587613292E-013
  -54.1800012222222      -5.541562509063444E-013  1.214474895317221E-012
  -54.0120009722222      -4.048657599697885E-013  1.168052395317221E-012
  -53.8440007291667      -2.585921993957704E-013  9.127322093655590E-013
  -53.6760004861111      -1.034791587764351E-013  4.993446072507553E-013
  -53.5080002430556       4.799898625377644E-014  1.174878422205438E-013
  -53.3400000000000       1.665028995468278E-013  3.145958234138973E-014
  -53.1719997500000       2.354784503021148E-013  3.183904129909365E-013
  -53.0039995069444       2.678712823262840E-013  8.037715339879155E-013
  -52.8359992638889       2.923430421450151E-013  1.258272103474320E-012
  -52.6679990208333       3.281348841389728E-013  1.534227930513595E-012
  -52.4999987777778       3.744578078549849E-013  1.527002089123867E-012
  -52.3319985277778       4.190966557401813E-013  1.171577017975831E-012
  -52.1640015208333       4.528260948640483E-013  5.463686317220544E-013
  -51.9960012777778       4.758538309667674E-013 -1.051512854682779E-013
  -51.8280010277778       4.929076197885196E-013 -5.200752969788519E-013
  -51.6600007847222       5.049213815709970E-013 -5.687041555891239E-013
  -51.4920005416667       5.075845752265861E-013 -2.788063503021148E-013
  -51.3240002986111       4.967836732628399E-013  2.163997203927493E-013
  -51.1560000555556       4.730129513595166E-013  7.260967590634441E-013
  -50.9879998055556       4.405560759818731E-013  1.058115662839879E-012
  -50.8199995625000       4.034057412386707E-013  1.092277577492447E-012
  -50.6519993194444       3.632327318731118E-013  8.221344048338369E-013
